HumanSymbol	chr	snp	locus	gene_biotype	MouseSymbol	expression	lin.exprs	specific	co.reg	diff	score	pLI	score.pLI
RPL19P13	8	rs2740594	CTSB	processed_pseudogene	NA	0	0	0	0	0	0	0	0
RPL21P1	12	rs11060180	CCDC62	processed_pseudogene	NA	0	0	0	0	0	0	0	0
RPL21P121	17	rs11868035	SREBF1-RAI1	processed_pseudogene	NA	0	0	0	0	0	0	0	0
RPL21P16	10	rs117896735	INPP5F	processed_pseudogene	NA	0	0	0	0	0	0	0	0
RPL21P2	20	rs8118008	DDRGK1	processed_pseudogene	NA	0	0	0	0	0	0	0	0
RPL21P4	17	rs601999	ATP6V0A1	processed_pseudogene	NA	0	0	0	0	0	0	0	0
RPL21P6	14	rs11158026	GCH1	processed_pseudogene	NA	0	0	0	0	0	0	0	0
RPL21P9	14	rs1555399	TMEM229B	processed_pseudogene	NA	0	0	0	0	0	0	0	0
RPL23AP42	3	rs34016896	NMD3	processed_pseudogene	NA	0	0	0	0	0	0	0	0
RPL23AP55	8	rs2280104	SORBS3	processed_pseudogene	NA	0	0	0	0	0	0	0	0
RPL23AP94	4	rs78738012	ANK2	processed_pseudogene	NA	0	0	0	0	0	0	0	0
RPL27P12	12	rs11060180	CCDC62	processed_pseudogene	NA	0	0	0	0	0	0	0	0
RPL30P13	12	rs76904798	LRRK2	processed_pseudogene	NA	0	0	0	0	0	0	0	0
RPL32P1	6	rs9275326	HLA-DBQ1	processed_pseudogene	NA	0	0	0	0	0	0	0	0
RPL35AP4	6	rs9275326	HLA-DBQ1	processed_pseudogene	NA	0	0	0	0	0	0	0	0
RPL3P6	5	rs2694528	ELOVL7	processed_pseudogene	NA	0	0	0	0	0	0	0	0
RPL6P8	3	rs34016896	NMD3	processed_pseudogene	NA	0	0	0	0	0	0	0	0
RPL7AP30	4	rs78738012	ANK2	processed_pseudogene	NA	0	0	0	0	0	0	0	0
RPL7AP4	14	rs11158026	GCH1	processed_pseudogene	NA	0	0	0	0	0	0	0	0
RPL7AP65	17	rs11868035	SREBF1-RAI1	processed_pseudogene	NA	0	0	0	0	0	0	0	0
RPL7L1P8	3	rs12637471	MCCC1	processed_pseudogene	NA	0	0	0	0	0	0	0	0
RPL7P17	4	rs6812193	FAM47E-SCARB2	processed_pseudogene	NA	0	0	0	0	0	0	0	0
RPLP2P1	6	rs9468199	ZNF184	processed_pseudogene	NA	0	0	0	0	0	0	0	0
RPP38	10	rs10906923	FAM171A1	protein_coding	Rpp38	0	0	0	0	0	0	1.68152550937737e-05	0
RPP38	10	rs7077361	ITGA8	protein_coding	Rpp38	0	0	0	0	0	0	1.68152550937737e-05	0
RPS21P4	4	rs11724635	BST1	processed_pseudogene	NA	0	0	0	0	0	0	0	0
RPS26P5	21	rs2823357	USP25	processed_pseudogene	NA	0	0	0	0	0	0	0	0
RPS26P8	17	rs17649553	MAPT	processed_pseudogene	NA	0	0	0	0	0	0	0	0
RPS27P5	1	rs4653767	ITPKB	processed_pseudogene	NA	0	0	0	0	0	0	0	0
RPS29P33	9	rs13294100	SH3GL2	processed_pseudogene	NA	0	0	0	0	0	0	0	0
RPS2P32	7	rs199347	GPNMB	processed_pseudogene	NA	0	0	0	0	0	0	0	0
RPS3AP34	8	rs2740594	CTSB	processed_pseudogene	NA	0	0	0	0	0	0	0	0
RPS3AP35	8	rs2740594	CTSB	processed_pseudogene	NA	0	0	0	0	0	0	0	0
RPS7P11	17	rs17649553	MAPT	processed_pseudogene	NA	0	0	0	0	0	0	0	0
RPS7P3	1	rs10797576	SIPA1L2	processed_pseudogene	NA	0	0	0	0	0	0	0	0
RPS8P4	10	rs117896735	INPP5F	processed_pseudogene	NA	0	0	0	0	0	0	0	0
RPSAP13	14	rs11158026	GCH1	processed_pseudogene	NA	0	0	0	0	0	0	0	0
RPSAP17	1	rs35749011	GBA-SYT11	processed_pseudogene	NA	0	0	0	0	0	0	0	0
RPSAP31	3	rs12637471	MCCC1	transcribed_processed_pseudogene	NA	0	0	0	0	0	0	0	0
RPSAP7	10	rs7077361	ITGA8	processed_pseudogene	NA	0	0	0	0	0	0	0	0
RPSAP7	10	rs10906923	FAM171A1	processed_pseudogene	NA	0	0	0	0	0	0	0	0
RPSAP74	8	rs60298754	MMP16	processed_pseudogene	NA	0	0	0	0	0	0	0	0
RSL24D1P1	6	rs9468199	ZNF184	processed_pseudogene	NA	0	0	0	0	0	0	0	0
RUSC1-AS1	1	rs35749011	GBA-SYT11	antisense	NA	0	0	0	0	0	0	0	0
SAMM50P1	9	rs13294100	SH3GL2	processed_pseudogene	NA	0	0	0	0	0	0	0	0
SAMSN1-AS1	21	rs2823357	USP25	antisense	NA	0	0	0	0	0	0	0	0
SAPCD1	6	rs9275326	HLA-DBQ1	protein_coding	Sapcd1	0	0	0	0	0	0	2.31956261529551e-07	0
SAPCD1-AS1	6	rs9275326	HLA-DBQ1	antisense	NA	0	0	0	0	0	0	0	0
SATB1-AS1	3	rs4073221	SATB1	processed_transcript	NA	0	0	0	0	0	0	0	0
SCARNA4	1	rs35749011	GBA-SYT11	scaRNA	NA	0	0	0	0	0	0	0	0
SCARNA7	3	rs34016896	NMD3	scaRNA	NA	0	0	0	0	0	0	0	0
SDR42E1P5	2	rs34043159	IL1R2	processed_pseudogene	NA	0	0	0	0	0	0	0	0
SEMA3G	3	rs143918452	ALAS1	protein_coding	Sema3g	0	0	0	0	0	0	6.07682770496396e-10	0
SERBP1P3	3	rs143918452	ALAS1	processed_pseudogene	NA	0	0	0	0	0	0	0	0
SETP21	5	rs2694528	ELOVL7	processed_pseudogene	NA	0	0	0	0	0	0	0	0
SF3A3P1	20	rs8118008	DDRGK1	processed_pseudogene	NA	0	0	0	0	0	0	0	0
SHMT1	17	rs11868035	SREBF1-RAI1	protein_coding	Shmt1	0	0	0	0	0	0	1.86116477095909e-07	0
SIGLEC1	20	rs8118008	DDRGK1	protein_coding	Siglec1	0	0	0	0	0	0	1.62408118412598e-28	0
SLC26A1	4	rs34311866	TMEM175-GAK-DGKQ	protein_coding	Slc26a1	0	0	0	0	0	0	4.01304192741795e-06	0
SLC26A6	3	rs12497850	NCKIPSD	protein_coding	Slc26a6	0	0	0	0	0	0	3.31045065696163e-05	0
SLC38A11	2	rs353116	SCN3A	protein_coding	Slc38a11	0	0	0	0	0	0	1.9255130084062e-06	0
SLC44A4	6	rs9275326	HLA-DBQ1	protein_coding	Slc44a4	0	0	0	0	0	0	8.27829933247523e-08	0
SLC4A11	20	rs8118008	DDRGK1	protein_coding	Slc4a11	0	0	0	0	0	0	1.36725840636298e-08	0
SLC5A2	16	rs14235	BCKDK-STX1B	protein_coding	Slc5a2	0	0	0	0	0	0	8.34847516316556e-11	0
SLC7A2	8	rs591323	FGF20	protein_coding	Slc7a2	0	0	0	0	0	0	1.1726426517571e-08	0
SLC9A4	2	rs34043159	IL1R2	protein_coding	Slc9a4	0	0	0	0	0	0	1.58073058570014e-06	0
SLX1A-SULT1A3	16	rs14235	BCKDK-STX1B	processed_transcript	NA	0	0	0	0	0	0	0	0
SMCR2	17	rs11868035	SREBF1-RAI1	lincRNA	NA	0	0	0	0	0	0	0	0
SMCR5	17	rs11868035	SREBF1-RAI1	antisense	NA	0	0	0	0	0	0	0	0
SMG1P5	16	rs14235	BCKDK-STX1B	transcribed_unprocessed_pseudogene	NA	0	0	0	0	0	0	0	0
SMIM24	19	rs62120679	SPPL2B	protein_coding	Smim24	0	0	0	0	0	0	0	0
SNCA-AS1	4	rs356182	SNCA	antisense	NA	0	0	0	0	0	0	0	0
SNORA19	10	rs117896735	INPP5F	snoRNA	NA	0	0	0	0	0	0	0	0
SNORA30	16	rs14235	BCKDK-STX1B	snoRNA	NA	0	0	0	0	0	0	0	0
SNORA38	6	rs9275326	HLA-DBQ1	snoRNA	NA	0	0	0	0	0	0	0	0
SNORA51	20	rs8118008	DDRGK1	snoRNA	NA	0	0	0	0	0	0	0	0
SNORA70E	11	rs3793947	DLG2	snoRNA	NA	0	0	0	0	0	0	0	0
SNORA70F	2	rs353116	SCN3A	snoRNA	NA	0	0	0	0	0	0	0	0
SNORA80E	1	rs35749011	GBA-SYT11	snoRNA	NA	0	0	0	0	0	0	0	0
SNORD110	20	rs8118008	DDRGK1	snoRNA	NA	0	0	0	0	0	0	0	0
SNORD117	6	rs9275326	HLA-DBQ1	snoRNA	NA	0	0	0	0	0	0	0	0
SNORD19	3	rs143918452	ALAS1	snoRNA	NA	0	0	0	0	0	0	0	0
SNORD19B	3	rs143918452	ALAS1	snoRNA	NA	0	0	0	0	0	0	0	0
SNORD48	6	rs9275326	HLA-DBQ1	snoRNA	NA	0	0	0	0	0	0	0	0
SNORD52	6	rs9275326	HLA-DBQ1	snoRNA	NA	0	0	0	0	0	0	0	0
SNORD56	20	rs8118008	DDRGK1	snoRNA	NA	0	0	0	0	0	0	0	0
SNORD57	20	rs8118008	DDRGK1	snoRNA	NA	0	0	0	0	0	0	0	0
SNORD69	3	rs143918452	ALAS1	snoRNA	NA	0	0	0	0	0	0	0	0
SNORD84	6	rs9275326	HLA-DBQ1	snoRNA	NA	0	0	0	0	0	0	0	0
SNORD86	20	rs8118008	DDRGK1	snoRNA	NA	0	0	0	0	0	0	0	0
SNORD89	2	rs34043159	IL1R2	snoRNA	NA	0	0	0	0	0	0	0	0
SNORD93	7	rs199347	GPNMB	snoRNA	NA	0	0	0	0	0	0	0	0
SNRNP35	12	rs11060180	CCDC62	protein_coding	Snrnp35	0	0	0	0	0	0	2.28333241562555e-07	0
SNRPEP3	16	rs11343	COQ7	processed_pseudogene	NA	0	0	0	0	0	0	0	0
SNRPFP4	3	rs12497850	NCKIPSD	processed_pseudogene	NA	0	0	0	0	0	0	0	0
SNRPGP10	1	rs823118	RAB7L1-NUCKS1	processed_pseudogene	NA	0	0	0	0	0	0	0	0
SNX5P1	4	rs6812193	FAM47E-SCARB2	processed_pseudogene	NA	0	0	0	0	0	0	0	0
SOCS4	14	rs11158026	GCH1	protein_coding	Socs4	0	0	0	0	0	0	1.85889470977039e-06	0
SORBS3	8	rs2280104	SORBS3	protein_coding	Sorbs3	0	0	0	0	0	0	2.31106262231037e-06	0
SOX5P1	8	rs60298754	MMP16	processed_pseudogene	NA	0	0	0	0	0	0	0	0
SPATA19	11	rs329648	MIR4697	protein_coding	Spata19	0	0	0	0	0	0	5.976953927201e-05	0
SPATA32	17	rs17649553	MAPT	protein_coding	Spata32	0	0	0	0	0	0	2.95265117999751e-05	0
SPEF1	20	rs8118008	DDRGK1	protein_coding	Spef1	0	0	0	0	0	0	0.000189254509549096	0
SPON2	4	rs34311866	TMEM175-GAK-DGKQ	protein_coding	Spon2	0	0	0	0	0	0	1.0881191748191e-06	0
SPPL2C	17	rs17649553	MAPT	protein_coding	Sppl2c	0	0	0	0	0	0	2.29524703916312e-05	0
SRP68P2	17	rs11868035	SREBF1-RAI1	processed_pseudogene	NA	0	0	0	0	0	0	0	0
STAB1	3	rs143918452	ALAS1	protein_coding	Stab1	0	0	0	0	0	0	2.79798765369336e-25	0
STEAP1B	7	rs199347	GPNMB	protein_coding	NA	0	0	0	0	0	0	4.60216723976545e-05	0
STK19B	6	rs9275326	HLA-DBQ1	unprocessed_pseudogene	NA	0	0	0	0	0	0	0	0
STUM	1	rs4653767	ITPKB	protein_coding	Stum	0	0	0	0	0	0	0	0
SUB1P1	8	rs2740594	CTSB	processed_pseudogene	NA	0	0	0	0	0	0	0	0
TAPT1-AS1	4	rs11724635	BST1	antisense	NA	0	0	0	0	0	0	0	0
TBC1D27	17	rs11868035	SREBF1-RAI1	transcribed_unprocessed_pseudogene	NA	0	0	0	0	0	0	0	0
TBC1D28	17	rs11868035	SREBF1-RAI1	protein_coding	NA	0	0	0	0	0	0	1.44444385458443e-05	0
TBC1D3P4	17	rs11868035	SREBF1-RAI1	unprocessed_pseudogene	NA	0	0	0	0	0	0	0	0
TBC1D5	3	rs4073221	SATB1	protein_coding	Tbc1d5	0	0	0	0	0	0	6.51864399070986e-10	0
TBC1D8	2	rs34043159	IL1R2	protein_coding	Tbc1d8	0	0	0	0	0	0	5.26132710714781e-07	0
TBPL2	14	rs11158026	GCH1	protein_coding	Tbpl2	0	0	0	0	0	0	4.93486514101523e-08	0
TCEB1P28	19	rs62120679	SPPL2B	processed_pseudogene	NA	0	0	0	0	0	0	0	0
TDH	8	rs2740594	CTSB	transcribed_unitary_pseudogene	NA	0	0	0	0	0	0	0	0
TDRD10	1	rs35749011	GBA-SYT11	protein_coding	NA	0	0	0	0	0	0	2.45421655192587e-06	0
TGM3	20	rs8118008	DDRGK1	protein_coding	Tgm3	0	0	0	0	0	0	9.8674987422054e-06	0
TGM6	20	rs8118008	DDRGK1	protein_coding	Tgm6	0	0	0	0	0	0	2.75865000258514e-18	0
TMC2	20	rs8118008	DDRGK1	protein_coding	Tmc2	0	0	0	0	0	0	7.88651863410026e-16	0
TMC5	16	rs11343	COQ7	protein_coding	Tmc5	0	0	0	0	0	0	0.000196303180727183	0
TMED11P	4	rs34311866	TMEM175-GAK-DGKQ	transcribed_unitary_pseudogene	NA	0	0	0	0	0	0	0	0
TMEM239	20	rs8118008	DDRGK1	protein_coding	Tmem239	0	0	0	0	0	0	0	0
TMEM265	16	rs14235	BCKDK-STX1B	protein_coding	Tmem265	0	0	0	0	0	0	0	0
TMEM63A	1	rs4653767	ITPKB	protein_coding	Tmem63a	0	0	0	0	0	0	6.10813887296527e-05	0
TMEM81	1	rs823118	RAB7L1-NUCKS1	protein_coding	Tmem81	0	0	0	0	0	0	0.000222028741737008	0
TMPRSS9	19	rs62120679	SPPL2B	protein_coding	Tmprss9	0	0	0	0	0	0	1.76797143257435e-18	0
TNFRSF10A	8	rs2280104	SORBS3	protein_coding	Tnfrsf10b	0	0	0	0	0	0	3.93409884735762e-13	0
TNFRSF10B	8	rs2280104	SORBS3	protein_coding	Tnfrsf10b	0	0	0	0	0	0	9.803529644727e-07	0
TNFRSF10C	8	rs2280104	SORBS3	protein_coding	NA	0	0	0	0	0	0	1.31871168945746e-07	0
TNFRSF10D	8	rs2280104	SORBS3	protein_coding	NA	0	0	0	0	0	0	3.28274094560628e-05	0
TNFRSF13B	17	rs11868035	SREBF1-RAI1	protein_coding	Tnfrsf13b	0	0	0	0	0	0	6.72184647969379e-13	0
TNPO1P2	17	rs11868035	SREBF1-RAI1	processed_pseudogene	NA	0	0	0	0	0	0	0	0
TNXA	6	rs9275326	HLA-DBQ1	unprocessed_pseudogene	NA	0	0	0	0	0	0	0	0
TOB2P1	6	rs9468199	ZNF184	processed_pseudogene	NA	0	0	0	0	0	0	0	0
TOP3A	17	rs11868035	SREBF1-RAI1	protein_coding	Top3a	0	0	0	0	0	0	2.6363036582595e-08	0
TOX4P1	4	rs78738012	ANK2	processed_pseudogene	NA	0	0	0	0	0	0	0	0
TPT1P7	7	rs199347	GPNMB	processed_pseudogene	NA	0	0	0	0	0	0	0	0
TSEN15P1	17	rs11868035	SREBF1-RAI1	processed_pseudogene	NA	0	0	0	0	0	0	0	0
TSNAX-DISC1	1	rs10797576	SIPA1L2	protein_coding	NA	0	0	0	0	0	0	0	0
TTC21B	2	rs353116	SCN3A	protein_coding	Ttc21b	0	0	0	0	0	0	3.38768007245796e-22	0
TTC21B-AS1	2	rs353116	SCN3A	processed_transcript	NA	0	0	0	0	0	0	0	0
TTC25	17	rs601999	ATP6V0A1	protein_coding	Ttc25	0	0	0	0	0	0	0	0
TUBB8P10	1	rs4653767	ITPKB	unprocessed_pseudogene	NA	0	0	0	0	0	0	0	0
TUBB8P9	1	rs4653767	ITPKB	unprocessed_pseudogene	NA	0	0	0	0	0	0	0	0
TXNP1	10	rs117896735	INPP5F	processed_pseudogene	NA	0	0	0	0	0	0	0	0
TXNP6	4	rs6812193	FAM47E-SCARB2	processed_pseudogene	NA	0	0	0	0	0	0	0	0
UBE2Q1-AS1	1	rs35749011	GBA-SYT11	antisense	NA	0	0	0	0	0	0	0	0
UBE2SP2	17	rs11868035	SREBF1-RAI1	processed_pseudogene	NA	0	0	0	0	0	0	0	0
UBE2V1P1	20	rs8118008	DDRGK1	processed_pseudogene	NA	0	0	0	0	0	0	0	0
UBE2V1P6	2	rs1474055	STK39	processed_pseudogene	NA	0	0	0	0	0	0	0	0
UBOX5-AS1	20	rs8118008	DDRGK1	antisense	NA	0	0	0	0	0	0	0	0
UQCRHP1	6	rs9275326	HLA-DBQ1	processed_pseudogene	NA	0	0	0	0	0	0	0	0
USP17L7	8	rs2740594	CTSB	protein_coding	NA	0	0	0	0	0	0	0	0
USP32P1	17	rs11868035	SREBF1-RAI1	transcribed_unprocessed_pseudogene	NA	0	0	0	0	0	0	0	0
USP32P2	17	rs11868035	SREBF1-RAI1	transcribed_unprocessed_pseudogene	NA	0	0	0	0	0	0	0	0
UVSSA	4	rs34311866	TMEM175-GAK-DGKQ	protein_coding	Uvssa	0	0	0	0	0	0	8.88754059993399e-14	0
VDAC2P1	21	rs2823357	USP25	processed_pseudogene	NA	0	0	0	0	0	0	0	0
VDAC2P4	2	rs6430538	ACMSD-TMEM163	processed_pseudogene	NA	0	0	0	0	0	0	0	0
VN1R10P	6	rs9468199	ZNF184	unprocessed_pseudogene	NA	0	0	0	0	0	0	0	0
VN1R11P	6	rs9468199	ZNF184	unitary_pseudogene	NA	0	0	0	0	0	0	0	0
VN1R12P	6	rs9468199	ZNF184	unitary_pseudogene	NA	0	0	0	0	0	0	0	0
VN1R13P	6	rs9468199	ZNF184	processed_pseudogene	NA	0	0	0	0	0	0	0	0
VN1R3	16	rs14235	BCKDK-STX1B	unitary_pseudogene	NA	0	0	0	0	0	0	0	0
VN1R64P	16	rs14235	BCKDK-STX1B	unitary_pseudogene	NA	0	0	0	0	0	0	0	0
VN1R65P	16	rs14235	BCKDK-STX1B	unitary_pseudogene	NA	0	0	0	0	0	0	0	0
VN1R66P	16	rs14235	BCKDK-STX1B	unprocessed_pseudogene	NA	0	0	0	0	0	0	0	0
VN1R67P	16	rs14235	BCKDK-STX1B	unitary_pseudogene	NA	0	0	0	0	0	0	0	0
VPS13C	15	rs2414739	VPS13C	protein_coding	Vps13c	0	0	0	0	0	0	1.8552278256612e-37	0
VPS26BP1	3	rs12497850	NCKIPSD	processed_pseudogene	NA	0	0	0	0	0	0	0	0
VTA1P2	8	rs60298754	MMP16	processed_pseudogene	NA	0	0	0	0	0	0	0	0
VWA7	6	rs9275326	HLA-DBQ1	protein_coding	Vwa7	0	0	0	0	0	0	4.28880941939168e-07	0
WDHD1	14	rs11158026	GCH1	protein_coding	Wdhd1	0	0	0	0	0	0	1.82370607612634e-11	0
WDR11-AS1	10	rs117896735	INPP5F	antisense	NA	0	0	0	0	0	0	0	0
WDR46	6	rs9275326	HLA-DBQ1	protein_coding	Wdr46	0	0	0	0	0	0	8.42034553335386e-06	0
WDR66	12	rs11060180	CCDC62	protein_coding	Wdr66	0	0	0	0	0	0	1.2516451688474e-10	0
WNK4	17	rs601999	ATP6V0A1	protein_coding	Wnk4	0	0	0	0	0	0	1.82873562565171e-13	0
WRBP1	4	rs78738012	ANK2	transcribed_processed_pseudogene	NA	0	0	0	0	0	0	0	0
XIRP2	2	rs1474055	STK39	protein_coding	Xirp2	0	0	0	0	0	0	2.85559362075031e-37	0
YBX1P9	1	rs4653767	ITPKB	processed_pseudogene	NA	0	0	0	0	0	0	0	0
YEATS2-AS1	3	rs12637471	MCCC1	antisense	NA	0	0	0	0	0	0	0	0
YWHAEP2	17	rs11868035	SREBF1-RAI1	processed_pseudogene	NA	0	0	0	0	0	0	0	0
YY1AP1	1	rs35749011	GBA-SYT11	protein_coding	NA	0	0	0	0	0	0	0.000145221258212536	0
ZBED9	6	rs9468199	ZNF184	protein_coding	NA	0	0	0	0	0	0	0	0
ZEB2P1	4	rs11724635	BST1	transcribed_processed_pseudogene	NA	0	0	0	0	0	0	0	0
ZFYVE26	14	rs1555399	TMEM229B	protein_coding	Zfyve26	0	0	0	0	0	0	1.03844572602961e-11	0
ZGRF1	4	rs78738012	ANK2	protein_coding	Zgrf1	0	0	0	0	0	0	0	0
ZKSCAN4	6	rs9468199	ZNF184	protein_coding	Zkscan4	0	0	0	0	0	0	6.74288454800845e-05	0
ZKSCAN8	6	rs9468199	ZNF184	protein_coding	Zkscan8	0	0	0	0	0	0	0.000231594506551783	0
ZNF192P1	6	rs9468199	ZNF184	transcribed_unprocessed_pseudogene	NA	0	0	0	0	0	0	0	0
ZNF192P2	6	rs9468199	ZNF184	unprocessed_pseudogene	NA	0	0	0	0	0	0	0	0
ZNF204P	6	rs9468199	ZNF184	processed_pseudogene	NA	0	0	0	0	0	0	0	0
ZNF267	16	rs14235	BCKDK-STX1B	protein_coding	D3Ertd254e	0	0	0	0	0	0	1.49136799306776e-06	0
ZNF343	20	rs8118008	DDRGK1	protein_coding	NA	0	0	0	0	0	0	1.21297037084745e-14	0
ZNF385C	17	rs601999	ATP6V0A1	protein_coding	Zfp385c	0	0	0	0	0	0	0	0
ZNF391	6	rs9468199	ZNF184	protein_coding	NA	0	0	0	0	0	0	9.25869403182407e-07	0
ZNF519P4	4	rs34311866	TMEM175-GAK-DGKQ	processed_pseudogene	NA	0	0	0	0	0	0	0	0
ZNF554	19	rs62120679	SPPL2B	protein_coding	NA	0	0	0	0	0	0	4.61366216735965e-06	0
ZNF555	19	rs62120679	SPPL2B	protein_coding	NA	0	0	0	0	0	0	1.74413607005712e-09	0
ZNF556	19	rs62120679	SPPL2B	protein_coding	NA	0	0	0	0	0	0	1.57972888888797e-05	0
ZNF57	19	rs62120679	SPPL2B	protein_coding	NA	0	0	0	0	0	0	1.0043121865806e-06	0
ZNF589	3	rs12497850	NCKIPSD	protein_coding	NA	0	0	0	0	0	0	6.50060605876318e-07	0
ZNF595	4	rs34311866	TMEM175-GAK-DGKQ	protein_coding	Zfp595	0	0	0	0	0	0	1.77527172321732e-05	0
ZNF602P	6	rs9468199	ZNF184	unprocessed_pseudogene	NA	0	0	0	0	0	0	0	0
ZNF603P	6	rs9468199	ZNF184	unprocessed_pseudogene	NA	0	0	0	0	0	0	0	0
ZNF678	1	rs4653767	ITPKB	protein_coding	NA	0	0	0	0	0	0	4.66546659354214e-07	0
ZNF705CP	8	rs2740594	CTSB	unprocessed_pseudogene	NA	0	0	0	0	0	0	0	0
ZNF705D	8	rs2740594	CTSB	protein_coding	NA	0	0	0	0	0	0	0	0
ZNF70P1	6	rs9275326	HLA-DBQ1	processed_pseudogene	NA	0	0	0	0	0	0	0	0
ZNF718	4	rs34311866	TMEM175-GAK-DGKQ	protein_coding	NA	0	0	0	0	0	0	0	0
ZNF720P1	16	rs14235	BCKDK-STX1B	processed_pseudogene	NA	0	0	0	0	0	0	0	0
ZNF721	4	rs34311866	TMEM175-GAK-DGKQ	protein_coding	NA	0	0	0	0	0	0	5.97289371219059e-11	0
ZNF732	4	rs34311866	TMEM175-GAK-DGKQ	protein_coding	NA	0	0	0	0	0	0	1.31184093398498e-09	0
ZNF747	16	rs14235	BCKDK-STX1B	protein_coding	NA	0	0	0	0	0	0	2.75423162490336e-05	0
ZNF764	16	rs14235	BCKDK-STX1B	protein_coding	Zfp764	0	0	0	0	0	0	3.06788723152273e-08	0
ZNF77	19	rs62120679	SPPL2B	protein_coding	NA	0	0	0	0	0	0	4.31245286065236e-13	0
ZNF785	16	rs14235	BCKDK-STX1B	protein_coding	NA	0	0	0	0	0	0	3.83915416323042e-14	0
ZNF843	16	rs14235	BCKDK-STX1B	protein_coding	NA	0	0	0	0	0	0	0	0
ZNF847P	1	rs4653767	ITPKB	unprocessed_pseudogene	NA	0	0	0	0	0	0	0	0
ZNF876P	4	rs34311866	TMEM175-GAK-DGKQ	transcribed_unprocessed_pseudogene	NA	0	0	0	0	0	0	0	0
ZRANB3	2	rs6430538	ACMSD-TMEM163	protein_coding	Zranb3	0	0	0	0	0	0	7.42639986547535e-15	0
ZSCAN12	6	rs9468199	ZNF184	protein_coding	Zscan12	0	0	0	0	0	0	1.43991732878074e-05	0
ZSCAN12P1	6	rs9468199	ZNF184	transcribed_unprocessed_pseudogene	NA	0	0	0	0	0	0	0	0
ZSCAN16	6	rs9468199	ZNF184	protein_coding	NA	0	0	0	0	0	0	2.67303498489914e-06	0
ZSCAN16-AS1	6	rs9468199	ZNF184	antisense	NA	0	0	0	0	0	0	0	0
ZSCAN31	6	rs9468199	ZNF184	protein_coding	Zkscan2	0	0	0	0	0	0	3.7712697083703e-09	0
ZSCAN9	6	rs9468199	ZNF184	protein_coding	NA	0	0	0	0	0	0	4.10248860506101e-08	0
