HumanSymbol	MouseSymbol
PKD2L1	Pkd2l1
HSPB11	Hspb11
SHANK1	Shank1
MTMR2	Mtmr2
ING4	Ing4
PIAS1	Pias1
CERCAM	Cercam
TRPC4	Trpc4
DCXR	Dcxr
BIN2	Bin2
RAPGEF6	Rapgef6
CENPF	Cenpf
MPP6	Mpp6
PAIP2	Paip2
GMPR2	Gmpr2
HNRNPU	Hnrnpu
HNRNPA2B1	Hnrnpa2b1
GIPC2	Gipc2
RAB25	Rab25
CDON	Cdon
ITGB1	Itgb1
PTK2B	Ptk2b
FZD3	Fzd3
PRKAG3	Prkag3
SLCO1C1	Slco1c1
SEPT1	Sept1
RBM24	Rbm24
MYH2	Myh2
STAB2	Stab2
SMG6	Smg6
CNNM3	Cnnm3
DDX60	Ddx60
FAM46A	Fam46a
TRPM4	Trpm4
KLHL28	Klhl28
CC2D1A	Cc2d1a
ELOVL2	Elovl2
TBC1D22B	Tbc1d22b
SEMA4C	Sema4c
RPP25	Rpp25
SLC41A3	Slc41a3
C1orf109	9930104L06Rik
MCUB	Mcub
DENND4C	Dennd4c
FKBP14	Fkbp14
CADPS2	Cadps2
SUSD4	Susd4
RUFY2	Rufy2
WDR60	Wdr60
XKR8	Xkr8
TMEM39B	Tmem39b
CRTAC1	Crtac1
PIWIL2	Piwil2
CDCA8	Cdca8
ZNF334	Zfp334
SLF2	Slf2
RIC8B	Ric8b
GOLPH3L	Golph3l
WDR41	Wdr41
ECHDC2	Echdc2
ARHGAP12	Arhgap12
LRRC36	Lrrc36
AP5S1	Ap5s1
TXLNG	Txlng
CSGALNACT1	Csgalnact1
MBNL3	Mbnl3
ECHDC1	Echdc1
CSGALNACT2	Csgalnact2
DNAJA4	Dnaja4
HES6	Hes6
KCNJ16	Kcnj16
LANCL2	Lancl2
TMEM55A	Tmem55a
SYT11	Syt11
ABHD2	Abhd2
BAIAP2L1	Baiap2l1
KLHL9	Klhl9
BRWD1	Brwd1
SLC38A2	Slc38a2
NLGN3	Nlgn3
TNRC6C	Tnrc6c
ADAMTSL4	Adamtsl4
CDH22	Cdh22
ADCY4	Adcy4
RGS8	Rgs8
GRK4	Grk4
PTBP2	Ptbp2
ESPN	Espn
HNRNPH2	Hnrnph2
IKBKE	Ikbke
CYP26B1	Cyp26b1
TLX3	Tlx3
PMFBP1	Pmfbp1
DNAJB8	Dnajb8
MBNL1	Mbnl1
TMEM9B	Tmem9b
MYL1	Myl1
PAK6	Pak6
CA10	Car10
CELF4	Celf4
CDC42SE1	Cdc42se1
KIF15	Kif15
PLSCR4	Plscr4
PLSCR3	Plscr3
ANO2	Ano2
ATP8B2	Atp8b2
NDRG4	Ndrg4
FHL5	Fhl5
TAS2R3	Tas2r137
PCBP3	Pcbp3
OR10A4	Olfr17
PELI1	Peli1
ZNF287	Zfp287
ABHD6	Abhd6
KIAA1324	5330417C22Rik
NCEH1	Nceh1
STAMBPL1	Stambpl1
ALS2	Als2
CPNE5	Cpne5
SLC46A2	Slc46a2
ZNF2	Zfp661
SLC5A6	Slc5a6
CDH19	Cdh19
RBAK	Rbak
MYL7	Myl7
ARHGAP22	Arhgap22
MPP4	Mpp4
PARD6B	Pard6b
RAB37	Rab37
MYOZ1	Myoz1
ENPP5	Enpp5
KLHL12	Klhl12
RGS19	Rgs19
NR1D1	Nr1d1
CCDC90B	Ccdc90b
RIC8A	Ric8a
FN3K	Fn3k
SLC4A10	Slc4a10
ZNF667	Zfp667
PRSS22	Prss22
MMP27	Mmp27
NPFFR1	Npffr1
XYLT2	Xylt2
SPATA1	Spata1
DPEP3	Dpep3
TOR3A	Tor3a
RNF187	Rnf187
ABCG8	Abcg8
IKZF5	Ikzf5
PCNX4	Pcnx4
ALDH8A1	Aldh8a1
SPEF2	Spef2
MMP25	Mmp25
NUCKS1	Nucks1
CCDC136	Ccdc136
FAM160B2	Fam160b2
AEN	Aen
RBM15	Rbm15
LMF1	Lmf1
OSBPL11	Osbpl11
SVEP1	Svep1
PAPOLA	Papola
ACD	Acd
PDZD2	Pdzd2
SFXN3	Sfxn3
UPF3A	Upf3a
PCDH15	Pcdh15
EEF1D	Eef1d
MYL12A	Myl12b
HACD2	Hacd2
SSBP3	Ssbp3
RAB3C	Rab3c
RALGPS2	Ralgps2
PCYOX1L	Pcyox1l
YIPF2	Yipf2
TRPM8	Trpm8
ZNF426	Zfp426
GDPD3	Gdpd3
SH3BP5	Sh3bp5
LRRC2	Lrrc2
ATP13A3	Atp13a3
ZNF329	Zfp329
ZNF322	Zfp322a
ZC2HC1C	Zc2hc1c
LRRK1	Lrrk1
COLGALT1	Colgalt1
KCTD17	Kctd17
CXorf36	4930578C19Rik
ELMO3	Elmo3
ZFHX4	Zfhx4
MYH14	Myh14
PIP4K2C	Pip4k2c
ZBTB3	Zbtb3
CSPP1	Cspp1
TUBAL3	Tubal3
RABEP2	Rabep2
ZNF672	Zfp672
SYNPO2L	Synpo2l
ZNF606	Zfp606
FRAS1	Fras1
ACSF2	Acsf2
TARS2	Tars2
RUFY1	Rufy1
PREX2	Prex2
KCNIP4	Kcnip4
BTBD1	Btbd1
SLC19A3	Slc19a3
TSGA10	Tsga10
CENPP	Cenpp
CHMP4C	Chmp4c
CYB5B	Cyb5b
TNFAIP8L1	Tnfaip8l1
SNX31	Snx31
KCNG4	Kcng4
C6orf201	4933417A18Rik
DRAM2	Dram2
DOCK7	Dock7
DEDD2	Dedd2
KLHL13	Klhl13
DGAT2	Dgat2
ASPRV1	Asprv1
RETREG3	Retreg3
UBXN2B	Ubxn2b
SERPINA12	Serpina12
TSPAN11	Tspan11
FBXW9	Fbxw9
ARL8A	Arl8a
LYZL4	Lyzl4
KHNYN	Khnyn
DEGS2	Degs2
SDR9C7	Sdr9c7
TMEM80	Tmem80
SERPINB12	Serpinb12
PPM1J	Ppm1j
SERPINA9	Serpina9
CERS5	Cers5
SGO1	Sgo1
ACTRT2	Actrt2
ACTRT1	Actrt1
ANKRD42	Ankrd42
SDR42E1	Sdr42e1
SLC7A13	Slc7a13
MTMR3	Mtmr3
SEMA3D	Sema3d
SMCHD1	Smchd1
LRRIQ3	Lrriq3
TMC1	Tmc1
ELOVL7	Elovl7
CFAP126	Cfap126
VMP1	Vmp1
DNAJC18	Dnajc18
ZNF449	Zfp449
N4BP1	N4bp1
ACAP3	Acap3
KCNIP2	Kcnip2
OR51E2	Olfr78
FAM83D	Fam83d
TSPAN14	Tspan14
RNF17	Rnf17
SLC4A9	Slc4a9
ZNF275	Zfp275
HMCN1	Hmcn1
AGAP3	Agap3
PRSS27	Prss27
SNX25	Snx25
HDAC10	Hdac10
NAA38	Naa38
SLX4	Slx4
MEGF10	Megf10
KIF2B	Kif2b
MYPN	Mypn
HES7	Hes7
KLHL22	Klhl22
RAB2B	Rab2b
SLC45A3	Slc45a3
ANKRD13A	Ankrd13a
PLCZ1	Plcz1
TRIM15	Trim15
ACP7	Acp7
TSPAN18	Tspan18
PRMT3	Prmt3
GNAT3	Gnat3
SLC25A43	Slc25a43
CAPZA1	Capza1
SLC35B2	Slc35b2
HARBI1	Harbi1
HMX2	Hmx2
PIK3R4	Pik3r4
SEC14L3	Sec14l3
MICALL1	Micall1
CNTNAP4	Cntnap4
DISP2	Disp2
SLC38A5	Slc38a5
SPRED2	Spred2
SPRED1	Spred1
LMX1A	Lmx1a
FAM46B	Fam46b
ACSM1	Acsm1
COMMD7	Commd7
RTN3	Rtn3
TAAR1	Taar1
VIT	Vit
CLASP2	Clasp2
NFASC	Nfasc
B3GNT5	B3gnt5
OXR1	Oxr1
TPPP2	Tppp2
SVIL	Svil
TRAK1	Trak1
FAM76B	Fam76b
SAXO2	Saxo2
PGPEP1L	Pgpep1l
UPRT	Uprt
CD109	Cd109
TTC39B	Ttc39b
FAM26F	Fam26f
MED13L	Med13l
TOR2A	Tor2a
PLPPR5	Plppr5
KDM7A	Kdm7a
NIM1K	Nim1k
SPSB4	Spsb4
PNPLA1	Pnpla1
MVB12B	Mvb12b
TMTC2	Tmtc2
HEATR5B	Heatr5b
SRSF4	Srsf4
GANC	Ganc
RAB26	Rab26
ACOT2	Acot2
DISP3	Disp3
TEKT4	Tekt4
PAIP2B	Paip2b
DNAH10	Dnah10
CASKIN1	Caskin1
KRT72	Krt72
TMC2	Tmc2
OXGR1	Oxgr1
CPNE4	Cpne4
DHRS9	Dhrs9
LRRC15	Lrrc15
OTOP3	Otop3
UBR2	Ubr2
KCNQ2	Kcnq2
NSD2	Nsd2
IQGAP3	Iqgap3
ZNF483	Zkscan16
KCNV2	Kcnv2
RHOV	Rhov
KLK10	Klk10
ABHD17C	Abhd17c
EHD4	Ehd4
MAGI3	Magi3
SLC15A4	Slc15a4
FAM208B	Fam208b
CARNS1	Carns1
CACNA2D4	Cacna2d4
FAM46D	Fam46d
SHROOM4	Shroom4
DOPEY1	Dopey1
APOBR	Apobr
JOSD2	Josd2
SCRN2	Scrn2
SHKBP1	Shkbp1
HNRNPLL	Hnrnpll
TMEM44	Tmem44
SMIM19	Smim19
UNC13D	Unc13d
GABRR3	Gabrr3
DNER	Dner
ACVR1C	Acvr1c
SGCZ	Sgcz
FGD4	Fgd4
LHFPL3	Lhfpl3
NFXL1	Nfxl1
EML5	Eml5
CCDC153	Ccdc153
ILF2	Ilf2
PEX1	Pex1
RNF126	Rnf126
CAPN13	Capn13
COQ10A	Coq10a
SCLT1	Sclt1
SEPT10	Sept10
MARVELD2	Marveld2
SGMS1	Sgms1
TAOK1	Taok1
EML3	Eml3
KLK11	Klk11
FREM1	Frem1
VWA3B	Vwa3b
CFAP53	Cfap53
FBXL13	Fbxl13
PELI3	Peli3
WDR90	Wdr90
SFT2D2	Sft2d2
FAM76A	Fam76a
NCMAP	Ncmap
RNF223	Rnf223
KLHL17	Klhl17
PPP1R42	Ppp1r42
TRAF5	Traf5
ZNF23	Zfp612
RELL1	Rell1
C5orf51	AW549877
KCNJ14	Kcnj14
TIFAB	Tifab
TMEM82	Tmem82
RNF144B	Rnf144b
SLC26A8	Slc26a8
ZNF48	Zfp553
OR11H6	Olfr745
OR51T1	Olfr574
OR10G3	Olfr1512
OR5H15	Olfr183
OR11A1	Olfr96
OR6F1	Olfr308
OR6C74	Olfr821
OR4S2	Olfr1193
MIEF2	Mief2
SLC8A2	Slc8a2
LARGE2	Large2
ANKRD13B	Ankrd13b
KANSL1L	Kansl1l
FAM227B	Fam227b
MS4A15	Ms4a15
CPNE2	Cpne2
BEND6	Bend6
SDK1	Sdk1
KIAA1324L	9330182L06Rik
TMEM196	Tmem196
ZFP3	Zfp3
TMEM52B	Tmem52b
SLC16A11	Slc16a11
PRSS42	Prss42
CEP120	Cep120
LRRC34	Lrrc34
ZNF791	Zfp791
TBC1D24	Tbc1d24
FAM149A	Fam149a
LPCAT4	Lpcat4
ANKRD44	Ankrd44
SAXO1	Saxo1
TECRL	Tecrl
SLC38A6	Slc38a6
ANKRD13D	Ankrd13d
TMTC3	Tmtc3
KDM4B	Kdm4b
SLC6A17	Slc6a17
KDM4A	Kdm4a
DTX4	Dtx4
ZBTB41	Zbtb41
SERINC2	Serinc2
FGD5	Fgd5
KCTD13	Kctd13
OTOP2	Otop2
ZNF250	Zfp647
CCDC142	Ccdc142
KLHL31	Klhl31
MGAT5B	Mgat5b
ARHGAP39	Arhgap39
NFATC3	Nfatc3
TPH2	Tph2
ZNF445	Zfp445
NHSL1	Nhsl1
WDR88	Wdr88
CNBD1	Cnbd1
TRIM65	Trim65
KLHL35	Klhl35
SLC25A41	Slc25a41
ATP11C	Atp11c
HMGCLL1	Hmgcll1
PDZD9	Pdzd9
C3orf38	4930453N24Rik
TAAR6	Taar6
KRT73	Krt73
ANKRD46	Ankrd46
ERICH3	Erich3
CHCHD10	Chchd10
ANO6	Ano6
CCDC40	Ccdc40
CLVS2	Clvs2
AGRN	Agrn
ODF3L1	Odf3l1
CCDC125	Ccdc125
CEP295	Cep295
CCDC171	Ccdc171
P4HA3	P4ha3
VWC2L	Vwc2l
TMEM215	Tmem215
SH3PXD2B	Sh3pxd2b
PPFIA2	Ppfia2
CDNF	Cdnf
TGM6	Tgm6
B4GALNT4	B4galnt4
EDRF1	Edrf1
ABCA13	Abca13
MYO1G	Myo1g
MSS51	Mss51
CRIP3	Crip3
TRIM66	Trim66
C10orf53	1700024G13Rik
VWA5B2	Vwa5b2
SPRED3	Spred3
GPR183	Gpr183
PLK5	Plk5
CCSER1	Ccser1
CYP26C1	Cyp26c1
PRSS41	Prss41
CFAP65	Cfap65
LMOD3	Lmod3
BCLAF3	A830080D01Rik
TBC1D9B	Tbc1d9b
KLHL14	Klhl14
NUP210L	Nup210l
RALGAPA2	Ralgapa2
FAM160B1	Fam160b1
TMEM132B	Tmem132b
NIPAL1	Nipal1
METTL11B	Mettl11b
FNIP1	Fnip1
SOGA3	Soga3
RNF157	Rnf157
C5orf49	1700001L19Rik
DENND3	Dennd3
KIAA1644	1810041L15Rik
ODF3B	Odf3b
GXYLT1	Gxylt1
ENPP4	Enpp4
TAF4B	Taf4b
LIPM	Lipm
KCNQ5	Kcnq5
RC3H2	Rc3h2
DENND4B	Dennd4b
TMEM269	Tmem269
MTHFD2L	Mthfd2l
HECTD4	Hectd4
LMOD2	Lmod2
TEPP	Tepp
ISX	Isx
CEP126	Cep126
SATL1	Satl1
CDC42BPG	Cdc42bpg
RBM20	Rbm20
RASEF	Rasef
AADACL3	Aadacl3
ANKRD65	Ankrd65
ARHGAP42	Arhgap42
CNTN5	Cntn5
CCDC15	Ccdc15
ARL5C	Arl5c
ARHGEF37	Arhgef37
TMEM212	Tmem212
SERPINA11	Serpina11
TEN1	Ten1
GOLGA7B	Golga7b
FIGNL2	Fignl2
LOC389895	Gm715
OR2V2	Olfr1396
CRYBG3	Crybg3
RBBP8	Rbbp8
TMEM213	Tmem213
MRGPRG	Mrgprg
HNRNPUL2	Hnrnpul2
GPR137C	Gpr137c
CHSY3	Chsy3
AADACL2	Aadacl2
PLSCR5	Plscr5
TROAP	Troap
KBTBD11	Kbtbd11
CDKL4	Cdkl4
C1orf228	Gm1661
FKBP15	Fkbp15
HLTF	Hltf
SBK2	Sbk2
ADRB2	Adrb2
APC	Apc
APOE	Apoe
ATM	Atm
BTK	Btk
CYP19A1	Cyp19a1
EXT1	Ext1
FBN1	Fbn1
NR3C1	Nr3c1
SHH	Shh
NCF1	Ncf1
ATXN7	Atxn7
TYR	Tyr
WAS	Was
GP1BB	Gp1bb
F10	F10
RFX2	Rfx2
COMT	Comt
CYP7A1	Cyp7a1
DRD1	Drd1
HMGCR	Hmgcr
IGF1R	Igf1r
P4HA1	P4ha1
PNLIP	Pnlip
PTGS2	Ptgs2
AANAT	Aanat
ACACA	Acaca
ACTN2	Actn2
HCN2	Hcn2
C1QBP	C1qbp
CASP9	Casp9
ELAVL3	Elavl3
ELF4	Elf4
FHL1	Fhl1
FOXO3	Foxo3
GTF3C1	Gtf3c1
IFRD1	Ifrd1
ARVCF	Arvcf
BNC1	Bnc1
CD22	Cd22
CD79A	Cd79a
CHML	Chml
CHN1	Chn1
ATF2	Atf2
MPP3	Mpp3
GLRA2	Glra2
HLF	Hlf
HMOX1	Hmox1
FOXN2	Foxn2
INSM1	Insm1
ISG20	Isg20
KRT34	Krt34
LY75	Ly75
M6PR	M6pr
MEF2C	Mef2c
MGAT3	Mgat3
MGMT	Mgmt
MYC	Myc
NDUFB5	Ndufb5
OAZ2	Oaz2
PAPPA	Pappa
PARN	Parn
PCDHGC3	Pcdhgc3
PIGF	Pigf
EXOSC10	Exosc10
PPM1G	Ppm1g
HHEX	Hhex
HTRA1	Htra1
PSD	Psd
RAD52	Rad52
RFX4	Rfx4
SDC4	Sdc4
SGTA	Sgta
SKI	Ski
SLC4A5	Slc4a5
SLC10A1	Slc10a1
SNAI2	Snai2
SMPD2	Smpd2
SNAPC3	Snapc3
SPARC	Sparc
SPG7	Spg7
SRF	Srf
TAF2	Taf2
TFAM	Tfam
TEF	Tef
TERT	Tert
THBS1	Thbs1
TMPO	Tmpo
CLEC3B	Clec3b
TUB	Tub
UVRAG	Uvrag
WEE1	Wee1
TRIM26	Trim26
BSN	Bsn
ZYX	Zyx
AKAP1	Akap1
CDC7	Cdc7
BCAR3	Bcar3
DUSP11	Dusp11
PPM1D	Ppm1d
BLZF1	Blzf1
TP63	Trp63
CTSF	Ctsf
MYOM1	Myom1
CREG1	Creg1
CDK5R1	Cdk5r1
SQSTM1	Sqstm1
CCNA1	Ccna1
SGCE	Sgce
TIMELESS	Timeless
HERC1	Herc1
NOL3	Nol3
CAPN5	Capn5
CHN2	Chn2
FDX1	Fdx1
GYG1	Gyg
LLGL1	Llgl1
ORC1	Orc1
GFI1B	Gfi1b
SOX14	Sox14
PKMYT1	Pkmyt1
PIGQ	Pigq
STK17B	Stk17b
RECQL5	Recql5
BAG2	Bag2
ASCL1	Ascl1
ATF6B	Atf6b
DUSP8	Dusp8
PSPH	Psph
SLC9A5	Slc9a5
TTC4	Ttc4
LRP8	Lrp8
BRPF1	Brpf1
USP11	Usp11
DYRK1B	Dyrk1b
CTDP1	Ctdp1
REPS2	Reps2
MAGI1	Magi1
DLGAP1	Dlgap1
TBRG4	Tbrg4
AIMP1	Aimp1
CYTH1	Cyth1
KCNB2	Kcnb2
STOML1	Stoml1
KCNK6	Kcnk6
GGPS1	Ggps1
ITM2A	Itm2a
BAG4	Bag4
ATP6V1G1	Atp6v1g1
TESMIN	Tesmin
ZFP36L1	Zfp36l1
JARID2	Jarid2
OXA1L	Oxa1l
PPID	Ppid
SEL1L	Sel1l
OXSR1	Oxsr1
THRAP3	Thrap3
DGCR2	Dgcr2
GNG7	Gng7
USP10	Usp10
PHOX2A	Phox2a
ATOH1	Atoh1
CA3	Car3
GAS2	Gas2
GPR3	Gpr3
SMAD4	Smad4
MYB	Myb
MAPK8IP1	Mapk8ip1
MAFB	Mafb
HNRNPH1	Hnrnph1
MEP1A	Mep1a
RBM10	Rbm10
TAF1B	Taf1b
TOB1	Tob1
RBM6	Rbm6
FLOT1	Flot1
TRAIP	Traip
MAK	Mak
MAP3K4	Map3k4
MLLT6	Mllt6
EXO1	Exo1
HDAC6	Hdac6
TNIP1	Tnip1
SEMA3A	Sema3a
PAX9	Pax9
PDGFRA	Pdgfra
PEG3	Peg3
XRCC1	Xrcc1
HSPB3	Hspb3
NCOR2	Ncor2
CREB3	Creb3
UNC13B	Unc13b
APPBP2	Appbp2
COLEC10	Colec10
HEXIM1	Hexim1
IVNS1ABP	Ivns1abp
LGALS8	Lgals8
PTPRE	Ptpre
SLBP	Slbp
POP4	Pop4
TRAFD1	Trafd1
NUDT3	Nudt3
PLAGL1	Plagl1
FKTN	Fktn
FOSB	Fosb
TNNT3	Tnnt3
BTG2	Btg2
OS9	Os9
RIPK3	Ripk3
SRSF1	Srsf1
SLC5A3	Slc5a3
SNRNP35	Snrnp35
HNRNPUL1	Hnrnpul1
ATE1	Ate1
TBC1D8	Tbc1d8
NUDT6	Nudt6
USF1	Usf1
SLMAP	Slmap
WIF1	Wif1
MRPL3	Mrpl3
RPL35	Rpl35
FKBP9	Fkbp9
DUT	Dut
TSSK2	Tssk2
ASNA1	Asna1
ILKAP	Ilkap
ARMC3	Armc3
DNAJC2	Dnajc2
SH3YL1	Sh3yl1
MPC2	Mpc2
SHQ1	Shq1
PIGO	Pigo
MAPK14	Mapk14
ZEB1	Zeb1
EPS15L1	Eps15l1
SLC13A1	Slc13a1
ABCG5	Abcg5
NOB1	Nob1
PDP1	Pdp1
MPST	Mpst
FDX1L	Fdx1l
TLDC2	Tldc2
BTAF1	Btaf1
MRS2	Mrs2
GLRX5	Glrx5
YME1L1	Yme1l1
KIF22	Kif22
ATF6	Atf6
PLA2R1	Pla2r1
C1QC	C1qc
CNGA2	Cnga2
GATA2	Gata2
GATA5	Gata5
BSCL2	Bscl2
LRRN1	Lrrn1
BLNK	Blnk
MESP1	Mesp1
MOBP	Mobp
MYBL1	Mybl1
MYO1C	Myo1c
NOTCH1	Notch1
NPDC1	Npdc1
NRG3	Nrg3
SEBOX	Sebox
PCTP	Pctp
PDGFA	Pdgfa
PLA2G4A	Pla2g4a
PXMP2	Pxmp2
RELA	Rela
CLPB	Clpb
TEX9	Tex9
ZIC4	Zic4
ZIK1	Zik1
APBB2	Apbb2
DAB1	Dab1
RHBDF1	Rhbdf1
GAMT	Gamt
HAND2	Hand2
HCN1	Hcn1
HEPH	Heph
HOXB4	Hoxb4
LIG3	Lig3
MEA1	Mea1
MELK	Melk
NFYA	Nfya
PIKFYVE	Pikfyve
CYTH2	Cyth2
RAD17	Rad17
RAD9A	Rad9a
ROBO3	Robo3
SDF4	Sdf4
SH2B1	Sh2b1
SHCBP1	Shcbp1
SIN3A	Sin3a
VNN1	Vnn1
ZFP1	Zfp1
DAPP1	Dapp1
POLK	Polk
RPL8	Rpl8
ATF5	Atf5
APPL1	Appl1
SCMH1	Scmh1
TFEC	Tfec
KCNH3	Kcnh3
ESPL1	Espl1
LDOC1	Ldoc1
DNAJB9	Dnajb9
SETDB1	Setdb1
WBP2	Wbp2
MYRF	Myrf
SNX10	Snx10
EPN1	Epn1
TIMM22	Timm22
MKRN1	Mkrn1
GDF7	Gdf7
RTN2	Rtn2
ZNF354B	Zfp354b
MOCS2	Mocs2
PDE7B	Pde7b
RNF11	Rnf11
HDGFL3	Hdgfl3
FBXW4	Fbxw4
FBXL12	Fbxl12
CBX8	Cbx8
IQCJ-SCHIP1	Gm21949
DCPS	Dcps
OSTM1	Ostm1
GIT1	Git1
MRPS18B	Mrps18b
CCDC59	Ccdc59
GTPBP8	Gtpbp8
MRPL15	Mrpl15
TIMM21	Timm21
SUCO	Suco
DDX58	Ddx58
GRHL1	Grhl1
CXXC1	Cxxc1
KNTC1	Kntc1
ATG13	Atg13
KIAA0141	0610009O20Rik
PJA2	Pja2
SMG7	Smg7
SV2B	Sv2b
SV2A	Sv2a
ANAPC10	Anapc10
KDM1A	Kdm1a
LRCH1	Lrch1
RCOR1	Rcor1
SATB2	Satb2
ANGEL1	Angel1
ARHGEF18	Arhgef18
SUZ12	Suz12
MORC3	Morc3
ANAPC13	Anapc13
BRMS1	Brms1
POT1	Pot1a
NOL11	Nol11
CRELD1	Creld1
RPAP1	Rpap1
IPCEF1	Ipcef1
LTN1	Ltn1
EPC2	Epc2
IRF2BP1	Irf2bp1
GPKOW	Gpkow
PCF11	Pcf11
PLEKHA8	Plekha8
METTL13	Mettl13
MRPL4	Mrpl4
KLF13	Klf13
NDUFAF1	Ndufaf1
RRP15	Rrp15
MRPL48	Mrpl48
AIG1	Aig1
GDF2	Gdf2
HECA	Heca
FAM8A1	Fam8a1
YTHDF2	Ythdf2
SELENOT	Selenot
ARPP21	Arpp21
SS18L2	Ss18l2
CMPK1	Cmpk1
REV1	Rev1
RHCG	Rhcg
CTDSPL2	Ctdspl2
DTL	Dtl
ZC3HC1	Zc3hc1
TRMO	Trmo
MRPL51	Mrpl51
MTFP1	Mtfp1
ZCCHC17	Zcchc17
KBTBD4	Kbtbd4
PLAC8	Plac8
NGRN	Ngrn
MAP3K20	Map3k20
MXD3	Mxd3
NFATC1	Nfatc1
ATOH7	Atoh7
EFEMP2	Efemp2
RAB3IP	Rab3ip
ARID1B	Arid1b
ZNF821	Zfp821
POGK	Pogk
ZCCHC8	Zcchc8
DONSON	Donson
KMT5B	Kmt5b
KLHL24	Klhl24
NDE1	Nde1
SWT1	Swt1
ASPN	Aspn
TEX10	Tex10
G2E3	G2e3
BTBD2	Btbd2
KANSL2	Kansl2
DUSP23	Dusp23
SDHAF2	Sdhaf2
SSH3	Ssh3
TIPIN	Tipin
HPF1	Hpf1
TTC12	Ttc12
TMCO3	Tmco3
PRPF39	Prpf39
ZNHIT6	Znhit6
TRMT12	Trmt12
SLC30A6	Slc30a6
ZWILCH	Zwilch
IFT57	Ift57
MED9	Med9
BSDC1	Bsdc1
NETO2	Neto2
DALRD3	Dalrd3
MRPS18A	Mrps18a
TBCCD1	Tbccd1
SMG8	Smg8
PLEKHG6	Plekhg6
N4BP2	N4bp2
HMG20A	Hmg20a
USP40	Usp40
NUP133	Nup133
TMEM184C	Tmem184c
PI4K2B	Pi4k2b
LARP6	Larp6
MINDY1	Mindy1
TEX2	Tex2
PBK	Pbk
WSB2	Wsb2
WDR4	Wdr4
UNC45A	Unc45a
GPAT4	Gpat4
SEMA6A	Sema6a
GNG12	Gng12
TMEM131	Tmem131
PCDHB7	Pcdhb15
RIN2	Rin2
ELP4	Elp4
APBB1IP	Apbb1ip
MRPL50	Mrpl50
CRLS1	Crls1
ZMAT5	Zmat5
RGS3	Rgs3
MEFV	Mefv
GRASP	Grasp
RABGGTA	Rabggta
PIGP	Pigp
MEPCE	Mepce
RBCK1	Rbck1
AKAP10	Akap10
SPHK2	Sphk2
B3GALNT1	B3galnt1
NDUFAF3	Ndufaf3
STARD7	Stard7
EMSY	Emsy
SMYD2	Smyd2
TULP4	Tulp4
HHIP	Hhip
TIGAR	Tigar
INTS12	Ints12
MRPL47	Mrpl47
TBX20	Tbx20
TUBGCP6	Tubgcp6
RHBDD2	Rhbdd2
GATAD2B	Gatad2b
CASKIN2	Caskin2
MKL1	Mkl1
SCAPER	Scaper
STIM2	Stim2
LRCH2	Lrch2
EPB41L5	Epb41l5
WNK3	Wnk3
TLDC1	Tldc1
GPR108	Gpr108
NCOA5	Ncoa5
NEURL1	Neurl1a
FAM181B	Fam181b
GPR180	Gpr180
MLXIPL	Mlxipl
NUP160	Nup160
MIDN	Midn
AKAP14	Akap14
AP4S1	Ap4s1
TGIF2	Tgif2
SLC5A7	Slc5a7
SAV1	Sav1
CENPH	Cenph
PPP1R11	Ppp1r11
RBP7	Rbp7
GAN	Gan
MRPL17	Mrpl17
PKNOX2	Pknox2
EGLN3	Egln3
CHTF18	Chtf18
SLC28A3	Slc28a3
XYLT1	Xylt1
IFIH1	Ifih1
EIF4H	Eif4h
UNC5B	Unc5b
SLC26A1	Slc26a1
POPDC3	Popdc3
NSD1	Nsd1
SIL1	Sil1
ZMAT3	Zmat3
KLHL25	Klhl25
DCLRE1C	Dclre1c
SUV39H2	Suv39h2
CCDC14	Ccdc14
RNF38	Rnf38
DEPTOR	Deptor
DCLRE1B	Dclre1b
MRPS11	Mrps11
MRPS34	Mrps34
ERCC6L2	Ercc6l2
MRPS9	Mrps9
INO80B	Ino80b
NDEL1	Ndel1
GRAMD2B	Gramd3
ASB8	Asb8
WDR18	Wdr18
TBC1D20	Tbc1d20
C6orf106	D17Wsu92e
GNPTAB	Gnptab
NOL12	Nol12
RBM42	Rbm42
EFHD2	Efhd2
DCAF10	Dcaf10
DPY30	Dpy30
SH3BP5L	Sh3bp5l
MCPH1	Mcph1
OGFOD2	Ogfod2
NOL9	Nol9
GTDC1	Gtdc1
LIN28A	Lin28a
TXNDC15	Txndc15
ACBD4	Acbd4
KLHL36	Klhl36
C12orf49	2410131K14Rik
ARMC5	Armc5
NUDT18	Nudt18
ZC3H14	Zc3h14
CAAP1	Caap1
TGS1	Tgs1
THNSL1	Thnsl1
NAA60	Naa60
ATAD5	Atad5
DHDDS	Dhdds
GRHL2	Grhl2
ESRP2	Esrp2
WWC2	Wwc2
SIKE1	Sike1
PQLC1	Pqlc1
FAM214B	Fam214b
EPC1	Epc1
MED11	Med11
MPLKIP	Mplkip
DNAJC5B	Dnajc5b
MRPS15	Mrps15
GAPVD1	Gapvd1
HENMT1	Henmt1
CCDC96	Ccdc96
SLC16A9	Slc16a9
TRIM59	Trim59
FAM210B	Fam210b
MRPL45	Mrpl45
HIGD2A	Higd2a
NRARP	Nrarp
CDT1	Cdt1
ERI1	Eri1
KCTD10	Kctd10
FRMD8	Frmd8
YIPF4	Yipf4
TPPP3	Tppp3
